先天性德國麻疹症候群	 德國麻疹是一種急性病毒高傳染疾病，會出現輕度發燒、疲倦、鼻咽炎、耳後淋巴結明顯腫大，並伴隨全身性不規則丘疹（與麻疹或猩紅熱發疹相似），疹子約維持3天，多數病人的病徵溫和，但如果孕婦感染德國麻疹，該病毒可以透過胎盤垂直傳染給胎兒，可能會造成死產、自然流產或胎兒主要器官受損，如先天性耳聾、青光眼、白內障、小腦症、智能不足及先天性心臟病等缺陷，統稱為先天性德國麻疹症候群（congenital rubella syndrome, CRS），孕婦於懷孕10週內感染德國麻疹，有高達90％機率產出CRS嬰兒，CRS可能導致一種或多種缺陷，包括心臟、視力、聽力、智力障礙、骨骼、肝臟、脾臟等長期損害或發展問題，嚴重者會造成死亡。臺灣於1958年至1959年，1968年及1977年間曾發生三次德國麻疹大流行，之後德國麻疹在臺灣變成地方性（endemic）傳染病。為了有效防治德國麻疹，進而減少先天性德國麻疹症候群，我國自1986年起針對國三女生接種德國麻疹疫苗，隔年開始針對育齡婦女施行德國麻疹疫苗接種，1992年起針對滿15個月幼兒常規接種1劑麻疹、腮腺炎、德國麻疹混合疫苗(MMR)，藉由完整之預防接種政策推動，有效提升疫苗接種完成率，德國麻疹病例已大幅減少，也使得先天性德國麻疹症候群在近年已相當罕見。 
日本腦炎	 日本腦炎是感染日本腦炎病毒所引起的急性腦膜腦炎，受損部位包括腦、脊髓及腦膜。日本腦炎之傳播須經由具有感染力的病媒蚊叮咬，人不會直接傳染給人，臺灣以三斑家蚊、環蚊家蚊及白頭家蚊為主要的傳播媒介，病媒蚊一天中叮咬人的高峰期約在黎明和黃昏的時候。流行季節主要在每年5至10月，病例高峰通常出現在6至7月。感染日本腦炎病毒大部分無明顯症狀，約有小於1%的感染者會出現臨床症狀，最常見的臨床表現是急性腦炎。日本腦炎的致死率約20%至30％，存活病例中，約30%至50％有神經性或精神性後遺症。 
流感併發重症	 流感為急性病毒性呼吸道疾病，主要致病原為流感病毒，常引起發燒、頭痛、肌肉痛、疲倦、流鼻涕、喉嚨痛以及咳嗽等，但通常均在2～7天內會康復。流感病毒可分為A、B、C三種型別，其中只有A型及B型可以引起季節性流行。台灣主要流行的季節性流感病毒有A型流感病毒的H3N2亞型與H1N1亞型，以及B型流感病毒等3類。臨床上所謂的感冒、喉炎、支氣管炎、病毒性肺炎以及無法區分之急性呼吸道疾患均有可能為感染流感病毒所引起。而估計每年流行時，約有10％受感染的人有噁心、嘔吐以及腹瀉等腸胃道症狀伴隨呼吸道症狀而來。流感之重要性在於其爆發流行快速、散播範圍廣泛以及併發症嚴重，尤其是細菌性及病毒性肺炎。爆發流行時，重症及死亡者多見於老年人，以及患有心、肺、腎臟及代謝性疾病，貧血或免疫功能不全者。定期接種流感疫苗，是預防流感併發症最有效的方式。 
肉毒桿菌中毒	 肉毒桿菌為極厭氧之產孢桿菌，其所產生之毒素是致病因子。大部分案件屬A、B、E型毒素，極少數為F與G型。E型案件通常與魚類、海產品和海洋哺乳動物之肉類有關。毒素之產生是由於食品處理或保存不當，醃製食品酸度不足或鹼性食物，低溫殺菌和輕微醃後沒有冷藏保存（尤其是在封緊的容器內）。此毒素不耐熱，經煮沸後毒力會消失，但是要破壞孢子則須甚高溫度，E型毒素在低溫3℃時亦會慢慢地產生。大部分嬰兒肉毒桿菌中毒為A或B型毒素引起。肉毒桿菌抗毒素申請流程及相關申請表 
庫賈氏病	 庫賈氏病是由一種具感染性的變性蛋白質（普利昂蛋白，prion）快速增加，而造成神經細胞死亡，使腦組織變成海綿樣的疾病。最初在1920年代被發現，是一種罕見的神經性退化性疾病。庫賈氏病依發生病因分為四種：1、散發型2、遺傳型3、醫源型4、新型庫賈氏病 (new variant CJD,v-CJD) ，其中新型庫賈氏病與牛海綿樣腦症 (Bovine spongiform encephalopathy；BSE，即俗稱狂牛症)有高度相關。庫賈氏病全球年發生率約為百萬分之0.5-1，會造成神經元細胞壞死及減少，使大腦皮質產生空洞狀退化，大腦組織呈現海綿樣。 
鉤端螺旋體病	 鉤端螺旋體病是由鉤端螺旋體感染產生的感染症,是熱帶、亞熱帶地區常見的人畜共通感染病。鉤端螺旋體為細桿狀螺旋型，一端或兩端呈現鉤狀的螺旋體，可經由傷口感染幾乎所有的哺乳類動物，包括野生及家畜動物。主要宿主有老鼠、犬隻、豬、牛、馬、羊等動物。 
萊姆病	 萊姆病是由伯氏疏螺旋體（Borrelia burgdorferi）所引起的人畜共通傳染病，是經由被感染的蜱（俗稱壁蝨）所叮咬而感染，並不會直接由人傳染給人；多發生於哺乳類動物，包括人類、鼠類、狗、貓、牛、馬及鹿等。近年來臺灣的病例都是在國外罹病後，在臺灣被檢驗出來的境外移入個案。 
類鼻疽	 類鼻疽由感染類鼻疽桿菌Burkholderia pseudomallei引起，屬假單孢菌屬革蘭氏陰性桿菌，此菌在土壤、水池及積水環境中存在，會感染馬、羊、豬等動物以及人類，其引致的病名即稱為類鼻疽。其流行地域為東南亞地區及澳洲北部的熱帶地域。 
地方性斑疹傷寒	 地方性斑疹傷寒是由立克次體所引起的疾病，這種病原體會經由鼠蚤或貓蚤叮咬而傳播給人類。地方性斑疹傷寒在各年齡層的致死率依年齡而增加，但均小於1%。 
Q熱	 Q熱是貝氏考克斯菌（Coxiella burnetii）所引起之人畜共通傳染病（zoonosis），可分為急性Q熱及慢性Q熱。動物感染Q熱通常沒有症狀，但可能會造成懷孕的動物流產、死產或不孕；這些動物的胎盤組織、羊水、死胎及子宮排出物等含有大量的病原體，若未妥善處理且隨意掩埋，即可能污染環境而成為人類感染Q熱的重要感染源。獸醫、毛皮業者、農場員工、屠宰場員工、畜牧業者及相關研究人員等，尤其是經常接觸牲畜（山羊、綿羊、牛隻等）的工作者，為Q熱的高危險群。 
水痘併發症	 （一） 水痘(Varicella) 1. 為水痘帶狀疱疹病毒（varicella-zoster virus [VZV]）所引起之高傳染性疾病，初期（紅疹出現前1–2天）包含輕微發燒（37.5–39℃）、疲倦、食慾不振、頭痛及肌肉或關節痠痛等症狀，之後皮膚開始出現紅疹，逐漸發展成紅丘疹、水泡疹、膿泡疹而後結痂，由臉、頭皮往軀幹四肢延伸，全身性皮疹逐漸快速顯現隨後變成水疱，最後留下粒狀痂皮（通常約於二至四星期內痊癒）。 2. 曾施打過疫苗者仍可能罹患水痘，接種疫苗42天後仍感染野生株水痘稱之為「疫苗失敗的感染（Breakthrough Infection ）」，其病程較短(4–6天)、水疱數約50顆以下且症狀表現溫和，突破感染患者的傳染力約為未曾接種疫苗患者的1／3，惟曾接種過水痘疫苗者仍有25％至30％可能出現較嚴重的水痘症狀，若水疱多於50處，則傳染力與未曾接種疫苗患者相似，罹病期間仍應與他人區隔，不宜忽視。（二） 水痘併發症(Complications of Varicella)： 1. 小於1歲之嬰兒、孕婦、成人及免疫缺陷者（例：患有嚴重疾病如癌症、免疫缺陷與不全者、正使用免疫抑制劑如類固醇者）若罹患水痘為水痘併發症之高危險群。 2. 水痘併發症包含繼發性細菌感染（例如蜂窩組織炎、壞死性筋膜炎、敗血症、中毒性休克徵候群）、肺炎、腦炎、小腦性共濟失調、雷氏綜合症候群(Reye’s Syndrome)及死亡等。 3. 水痘併發症的致死原因，在成人以原發性肺炎，小孩以敗血症和腦炎最常見。對於某些特殊的患者，如白血病孩童和新生兒，則致死率高達5％至10％。（三） 新生兒水痘帶狀泡疹病毒（varicella-zoster virus）感染 1. 先天性水痘症候群（Congenital Varicella Syndrome）：懷孕20週前感染水痘之母親所生下之嬰兒，出現低體重、瘢痕性的皮膚病變（Cicatricial skin lesions in a dermatomal distribution ）、眼睛缺陷、四肢發育不全、中樞神經異常等先天性新生兒水痘症狀稱之。此症並不常見，發生率極低約在0.4%-2%間。 2. 新生兒水痘(Neonatal Varicella)： （１） 分娩前5天至後2天感染到水痘病毒的母親所產下的新生兒在出生後5-10天左右出現新生兒水痘症狀，又稱「周產期水痘」（Perinatal Varicella），由於母體沒有足夠時間產生抗體可以運送到胎兒體內保護胎兒有關。其危險性和致死率可達25-30%。 （２） 若新生兒於出生後10-28天才罹患水痘，症狀通常較周產期水痘輕微。 （３） 院內感染也可能是新生兒水痘的感染源之一。 3. 嬰幼兒期帶狀疱疹：母親於懷孕期間曾感染水痘，其嬰兒即有可能發生此症，除了分布在神經皮節的帶狀疱疹外，身體其他部位並出現水痘樣的皮疹。（四） 帶狀疱疹（Herpes Zoster）：在水痘復原之後藉潛伏於寄主的神經節中，以避免被免疫系統摧毀。當宿主免疫力減弱時，病毒便會活化並沿著其分布的神經皮節散布，造成帶狀疱疹，俗稱皮蛇（shingles）。而帶狀疱疹後的神經痛亦相當惱人。 
恙蟲病	 恙蟲病是由立克次體所引起的疾病，臺灣全年皆有病例發生，流行季節主要為夏季。恙蟲病在世界地理上的分布呈現三角形的區域，從日本北部至澳大利亞北部以及巴基斯坦等地所構成，稱為「tsutsugamushi triangle」，甚至喜馬拉雅山脈也有恙蟲病的報告。 
兔熱病	 兔熱病是一種由土拉倫法蘭西氏菌所引起的急性細菌性傳染病，又稱為野兔病、鹿蠅熱、大原病、法蘭西斯氏病，是一種人畜共通疾病。土拉倫法蘭西氏菌有A、B兩型，A型具有比較強的毒性，如果在有類似傷寒的症狀或肺部疾病時，沒有經過妥善治療，致死率高達5～15％；B型毒性較低，感染後即使不治療也很少有死亡的個案。兔熱病由於可能透過空氣傳播，被認為具有發展生物戰與生物恐怖攻擊的潛力。 
侵襲性肺炎鏈球菌感染症	 一、疾病概述（Disease description）肺炎鏈球菌（Streptococcus pneumoniae, pneumococcus）能引起多種侵襲性疾病，主要包括敗血症、肺炎、腦膜炎、關節炎、骨髓炎、心包膜炎、溶血性尿毒症、腹膜炎等，其症狀之表現因感染部位之不同而異。中耳炎、鼻竇炎和支氣管炎非屬侵襲性肺炎鏈球菌感染疾病，其臨床上則十分常見，症狀表現較為緩和。本疾病好發於5歲以下嬰幼兒及65歲以上老年人，此外，無脾症、HIV感染、糖尿病、肝硬化、慢性腎衰竭或慢性腎病、何杰金氏病（Hodgkin’s disease）等癌症患者、近期進行器官移植手術、植入人工電子耳（cochlear implant）、免疫功能缺失及使用類固醇或免疫抑制劑者，均為IPD的高危險族群。青黴素（penicillin）尚未發明之前，此菌引起肺炎之死亡率高達30～35%。1944年開始使用青黴素進行治療後，死亡率降至5～8%。從1976至1979年發現肺炎鏈球菌抗藥性菌株後，全世界許多國家也陸續發現這個問題。近年來，抗藥性菌株呈現逐漸增加的趨勢，在臨床治療上也增加許多困難。二、致病原（Infectious agent）肺炎鏈球菌是一種柳葉刀狀（lancet-shaped）革蘭氏陽性雙球菌，兼性厭氧。有些肺炎鏈球菌具有莢膜，此為具有致病性的菌種，毒性來自於莢膜上的多醣體，目前以莢膜多醣類抗體之莢膜腫脹試驗（Quellung reaction），可將其區分為92種以上血清型。有些血清型的菌株毒性較強，大約只有30種血清型會造成人類的感染，而臨床上常見的侵襲性感染，大多集中於其中的10多種血清型。 
疱疹B病毒感染症	 疱疹B病毒是一種會造成中樞神經系統疾病的人畜共通傳染性病原體。在非人類的靈長纇類中發現35種疱疹病毒，但是只有CHV-1對人類具有致病性。疱疹B病毒感染症流行並無特別的季節變化，一年四季皆可發生。疱疹B病毒最早於1932年在美國發現。當時一名研究人員Dr. B在處理一隻看似健康的恆河猴時不慎被咬傷，15天後因急性腦脊髓炎死亡，後來自此病患的神經組織分離出致病疱疹病毒，因而以該名研究人員的名字字首命名為疱疹B病毒。
弓形蟲感染症	 弓形蟲感染症是由弓蟲感染所引起的疾病。弓蟲是一種寄生在細胞內的原蟲，是分布於全球性的疾病，全世界都有病例發生。弓蟲可以感染大部分溫血動物及冷血動物，但以貓科動物為最終宿主。 
布氏桿菌病	 布氏桿菌病是由布氏桿菌屬細菌所引起的疾病。布氏桿菌病是全球性的疾病，全世界都有病例，公共衛生不佳的國家病例較多，常見於地中海地區(葡萄牙、西班牙、南法國、義大利、希臘、土耳其、北非)、東非、中南美洲、中東等地，東南亞部分生產乳製品的農場也曾爆發流行。台灣不是布氏桿菌病疫區，但是曾於近年發現數名在非洲與東南亞感染的境外移入病例。布氏桿菌主要在動物間傳播，不同種類的布氏桿菌會影響不同的脊椎動物，如綿羊、山羊、牛、鹿、麋鹿、豬、狗及其它動物。人類則是因為接觸到感染動物的組織或食入乳製品而感染。 
新型A型流感	 新型A型流感(Novel Influenza A Virus Infections)係指每年週期性於人類間流行的季節性流感A(H1N1)及A(H3N2)以外，偶發出現感染人類的其他禽流感病毒，這些病毒主要感染對象為雞等禽鳥類動物，屬於A型流感病毒，一旦感染人類，即統稱為「新型A 型流感」病例。根據文獻回顧，全球曾出現造成新型A型流感病例的禽流感病毒包括H5N1、H5N6、H6N1、H7N2、H7N3、H7N7、H7N9、H9N2、H10N7、H10N8等亞型，各亞型對人類疾病嚴重度高低如下: (1)疾病嚴重度高: H5N1、H5N6、H7N7、H7N9、H10N8；(2)疾病嚴重度低: H1N1v、H1N2v、H3N2v、H6N1、H7N2、H7N3、H9N2、H10N7 
茲卡病毒感染症	 茲卡病毒感染症（Zika virus infection）是由茲卡病毒（Zika virus）所引起的急性傳染病，這種病毒為黃病毒的一種，主要是經由蚊子叮咬傳播，最早在1947年於烏干達的茲卡森林中的獼猴體內分離出來。目前依據基因型別分為亞洲型和非洲型兩種型別，在中非、東南亞和印度等都有發現的紀錄。過去只有少數人類病例的報導，直到2007年在密克羅尼西亞聯邦的雅蒲島爆發群聚疫情，才對此疾病有較多的認識。 
中東呼吸症候群冠狀病毒感染症	 中東呼吸症候群冠狀病毒感染症（Middle East respiratory syndrome coronavirus [MERS-CoV]）為人畜共通傳染病。主要症狀包括發燒、咳嗽與呼吸急促等，另有部分病患可能出現噁心、嘔吐、腹瀉等腸胃道症狀。感染者胸部X光通常會發現肺炎，部分重症則出現急性腎衰竭、心包膜炎、血管內瀰漫性凝血等併發症，死亡率約35%。重症病患大多具有慢性疾病，如糖尿病、慢性肺病、腎病和免疫力缺陷。此外，研究指出部分病患僅出現輕微感冒症狀或無明顯症狀，且可合併其他呼吸道病毒或細菌同時感染。 
黃熱病	 黃熱病是由黃熱病毒所引起的急性傳染病。主要流行於非洲及拉丁美洲等地區，進入中毒期的病人7至10天內死亡率約20~50%。全球每年估計約有20萬黃熱病病例，造成3萬人死亡，其中90%的病例發生在非洲地區。在非洲，流行地區主要分布於赤道南北，範圍包括撒哈拉沙漠以南至安哥拉，西非由於推動大規模疫苗接種計畫，在2015年無疫情爆發；在拉丁美洲則以玻利維亞、巴西、哥倫比亞、厄瓜多爾和秘魯感染風險較高。黃熱病在非洲和拉丁美洲部分國家屬地方性流行疾病。17-19世紀曾在北美洲（紐約、費城、紐奧良等）和歐洲（愛爾蘭、英國、法國、義大利、西班牙、葡萄牙）傳出黃熱病疫情。近年最大規模之疫情為安哥拉2015年12月爆發的流行，截至2016年10月已累計近900例確定病例，其中約120例死亡，並且造成其他國家的境外移入個案，包括剛果共和國、肯亞及中國（北京市、上海市及福建省）。目前為止，從未有証據顯示曾有黃熱病本土病例出現在亞洲，但埃及斑蚊的存在顯示仍有發生黃熱病的可能性。 
伊波拉病毒感染	 伊波拉病毒感染為伊波拉病毒所引起的嚴重急性疾病，其初期症狀為突然出現高燒、嚴重倦怠、肌肉痛、頭痛等，接著出現嘔吐、腹瀉、腹痛、皮膚斑點狀丘疹與出血現象。重症者常伴有肝臟受損、腎衰竭、中樞神經損傷、休克併發多重器官衰竭。實驗室檢驗則發現白血球、血小板降低、凝血功能異常與肝功能指數上升。個案之致死率平均約50%，依過去疫情經驗約在25%-90%。 
拉薩熱	 拉薩熱是由拉薩病毒（Lassa virus）造成的一種急性病毒性出血熱疾病，流行地區為西非。拉薩熱首次的報告是在1950年代，但是直到1969年拉薩病毒才在兩名死亡的奈及利亞護士身上分離出來屬人畜共通及動物傳染性病毒。在西非地區，拉薩熱是當地之地方性流行疾病，亦是一種高致死性疾病。大約80％的感染者屬輕微或無徵狀感染，其餘20％則會有嚴重的多重系統疾病。初期症狀為漸進式之發燒、倦怠、身體不適，接著出現頭痛、喉嚨痛、肌肉痛、胸痛、噁心、嘔吐、腹瀉、腹痛及咳嗽，重症者出現顏面腫大、肺水、口、鼻、陰道或腸胃道出血，低血壓及蛋白尿，後期出現休克、神經症狀（癲癇、顫抖、定向感障礙）及昏迷。25%痊癒病患出現耳聾，其中有一半於1至3個月後恢復部分聽力，恢復期可能出現短暫落髮及步態不穩。一般感染之死亡率約為1％，但在住院病患及某些流行地區會有高至15％或以上的病人死亡。死亡多發生在發病後14天內，若懷孕末期（the third trimester）遭受感染，症狀會特別嚴重，80％以上的孕婦死亡。 
馬堡病毒出血熱	 為馬堡病毒（Marburg virus）感染所引起之嚴重急性疾病，初期症狀為突發高燒、嚴重頭痛與倦怠、肌肉痛等；發病後3~5天後全身開始出現紅疹，伴隨嚴重腹瀉、腹痛、噁心感及嘔吐；腹瀉可能持續一周。在這個時期病人眼窩深陷、面無表情且嗜睡，曾被描述像鬼魅般憔悴。發病後5~7天起許多病人會有嚴重出血現象，除嘔吐物及糞便帶血外，牙齦、鼻、陰道及靜脈採血處亦可能有自發性出血。此時期亦伴隨持續高燒，如影響中樞神經系統則可能出現意識不清、易怒或攻擊性行為。疾病晚期有時會有睪丸炎（發病後15日）。死亡個案多於發病後8~9天，因嚴重失血及休克而死亡。個案致死率約在24%～88%。 
裂谷熱	 裂谷熱又稱里夫谷熱，為裂谷熱病毒（Rift Valley Fever Virus）所引起之人畜共通傳染病。感染者可能無症狀或出現輕微症狀，包括：發燒、頭痛、疲勞、關節痛、肌肉痛，有時會有頸部僵硬、食慾減退、噁心、嘔吐及畏光的現象，症狀通常持續4-7天。少部分（約8-10%）會發展出嚴重症狀，如出血、休克、視網膜病變、腦膜腦炎或肝損傷，甚至死亡。人類感染裂谷熱的死亡率約為1%，但出血病患的死亡率可達 50%。在視網膜病變的患者中，約有50%可能出現永久性視覺損傷，而在腦膜腦炎的患者中，可能會有延遲性神經症狀（發病後60日以上）。 
棘狀阿米巴	 一、病原簡介棘阿米巴原蟲為環境中自由營生的阿米巴原蟲，超過24種，廣泛分布於自然環境，如：活水（湖泊、河川、溫泉）、泥土、沼澤濕地、海水中，另外，於游泳池、大眾浴池、供水系統（如水管、下水道）及空調系統等也都能發現其蹤跡。棘阿米巴對於滲透壓變化耐受性高，於蒸餾水、組織培養基及哺乳動物體液及海水中均可存活，平時以活動體(trophozoite)存在，若環境惡劣時，則轉為囊體(cyst)以利生存。二、臨床表現與高危險族群棘阿米巴原蟲感染為罕見且嚴重之疾病，感染眼睛將造成角膜炎(Acanthamoeba Kerratitis)、感染腦部及脊椎造成肉牙腫性阿米巴腦炎(Acanthamoeba Granulomatous Amebic Encephalitis, AGAE)，另外也可能經由皮膚上的傷口或鼻孔進入人體，經由血流造成肺部等其他部位的感染(Disseminated infection)。AGAE高危險群為免疫不全或有慢性病，如器官或組織移植、類固醇或大量使用抗生素者、糖尿病、癌症、血球功能異常、肝硬化或狼瘡個案，AGAE之症狀包含頭痛、頸部僵硬、噁心、嘔吐、意識混亂、喪失平衡感、幻覺、抽搐等，死亡率極高。棘阿米巴角膜炎個案通常為免疫功能正常者，最常發生於配戴隱形眼鏡者（美國估計約有85％棘阿米巴角膜炎為此類個案，隱形眼鏡使用者發生率每百萬人約有33人），使用隱形眼鏡衛生習慣不良、配戴隱形眼鏡游泳/淋浴/泡澡、角膜損傷病史及接觸受污染的水為感染高危險群；目前尚無人傳人的病例報告。棘阿米巴角膜炎之症狀包含眼睛疼痛、紅、視力模糊、畏光、眼睛異物感及淚流不止等，治療藥物包括聚六亞甲基雙胍(polyhexamethylene biquanide；PHMB)、葡萄糖酸氯己定(chlorhexidine digluconate)、羥乙磺酸丙氧苯脒(propamidine isethionate)、多粘菌素B(polymyxin B)、硫酸新黴素(neomycin)、克黴唑(clotrimazole)等。三、棘阿米巴角膜炎重大群聚事件2005年美國眼力健公司生產的「全能水潤配方多功能保養液」(Complete MoisturePlus Multipurpose Solution)，發生產品受棘阿米巴污染，美國CDC與FDA澈查35州與波多黎各，確認138個棘阿米巴角膜炎病例，並訪查其中46例，發現配戴軟式隱形眼鏡的36人，21人在發病前一個月使用眼力健全能水潤配方多功能保養液，有14人更是只用這款藥水。此為近年來，較為嚴重的棘阿米巴爆發流行事件。四、台灣地區病例概況1988年中華民國眼科醫學會會刊報告「棘狀阿米巴原蟲角膜炎-台灣首二例報告」。2011年因應媒體報導棘阿米巴原蟲角膜炎事件，本署電詢台大醫院眼科侯育致醫師表示台大醫院1997~2001年病例數為8例，2002~2006年28例，目前該每年約有10例，粗估臺灣地區每年約40~50例；另榮總眼科林佩玉醫師表示榮總每年不到10例。五、台灣地區環境棘狀阿米巴原蟲相關研究2012年臺灣大學環境衛生研究所學位論文「泳池與農田棘阿米巴原蟲定性研究」，利用型態學和分子生物學方法檢測來自台北市6個游泳池之12件游泳池樣本、以及來自6個屏東縣恆春鎮和5個屏東縣車城鎮洋蔥田農田之13件土壤與14件空氣樣本，鑑定其中是否有棘阿米巴原蟲，並利用基因型分析、耐熱性及耐滲透壓測試，評估分離的棘阿米巴原蟲是否具潛在致病性。結果發現6個游泳池水樣檢出率為100%，13件屏東縣洋蔥田土壤檢出率亦為100%，其中14件空氣樣本中只有3件檢出棘阿米巴原蟲，其檢出率為21.43%。依據基因型、耐熱性和滲透壓結果顯示，泳池分離出來的棘阿米巴原蟲均屬T4，且一株不能在37℃生長，其餘均能在37℃與滲透壓1 M mannitol下生長，而農田土壤及空氣分離之棘阿米巴原蟲大多數無法在1M mannitol的環境下生長，顯示泳池中之棘阿米巴原蟲一旦有機會接觸到人體的眼睛，多可忍受人體體溫與淚液之高滲漏壓，意謂泳池內棘阿米巴原蟲可能具有眼睛角膜之致病風險。六、棘阿米巴角膜炎之防範措施1.配戴隱形眼鏡者，應定期回診，並依眼科醫師建議配戴或更換隱形眼鏡。2.活動過程中如可能接觸水體，應移除隱形眼鏡。如戲水後發現眼睛不適症狀，應儘速就醫，並告知醫師相關接觸史。3.接觸隱形眼鏡前，應以肥皂及水澈底清潔雙手，並擦乾。4.依照眼科醫師及製造商之指引清潔、保存隱形眼鏡。5.隱形眼鏡保存盒至少每3個月更換1次。
福氏內格里阿米巴腦膜腦炎	 內格里阿米巴( Naegleria )為環境中自由營生的單細胞阿米巴原蟲，有40餘種，其中只有福氏內格里阿米巴原蟲(Naegleria fowleri )會感染人類。福氏內格里阿米巴原蟲喜好溫暖環境，能生存於46℃的溫熱環境中，在高溫下也可短暫存活。淡水湖泊及河川、溫泉水、工廠排出的溫水、飲用溫泉水、含氯量不足的游泳池水、熱水器及土壤中都可發現其蹤跡，而含鹽量較高的海水尚未有檢出案例。在消毒良好的游泳池中不易感染福氏內格里阿米巴原蟲。 
貓抓病	 貓抓病是由韓瑟勒巴通氏菌所引起的疾病。主要流行季節在夏末及秋冬。貓抓病是一種亞急性、自癒性的細菌性疾病，病徵包括倦怠、肉芽腫性淋巴腺炎及發燒。患者常因先前遭受貓抓、舔或咬傷，造成紅色丘灶，約有50～90％的個案於抓傷部位出現丘疹。貓抓病與一些造成局部性淋巴腺病變的疾病，例如：兔熱病、布魯氏病、結核病、鼠疫或巴斯德氏症在臨床上容易混淆。 
NDM-1腸道菌感染症	 NDM-1腸道菌感染症是由NDM-1腸道菌引起的傳染病。NDM-1並不是細菌的名稱，所謂的「NDM-1腸道菌」，是指帶有NDM-1基因的腸道菌，以肺炎克雷白氏菌及大腸桿菌最常見，NDM-1基因可對多種常用的抗生素具有抗藥性。NDM-1抗藥性基因最早是在2008年從1名曾在印度半島住院的印裔瑞典人身上發現。NDM-1抗藥性基因使醫師常用的抗生素失去療效，而且 NDM-1 抗藥性基因會在不同種類的細菌之間轉移，造成許多細菌產生抗藥性，因此引起醫界的關切。 
發熱伴血小板減少綜合症	 發熱伴血小板減少綜合症（Severe Fever with Thrombocytopenia Syndrome, SFTS），是被帶有布尼亞病毒科（Bunyaviridae）之病毒「SFTSV (severe fever with thrombocytopenia syndrome virus)」的蜱蟲叮咬所導致的人畜共通傳染病。2009～2011年首度於中國大陸發現，主要分布於山東、江蘇、安徽、河南、湖北、遼寧等地區，依據中國大陸監測資料顯示，病例主要分佈於山區和丘陵等農村地區，極少在城市人口中發現。日本及韓國近年也有確定病例及死亡病例發生。 
細菌性腸胃炎	 可以引起腸胃炎的致病原包括細菌、病毒和寄生蟲等，常引起細菌性腸胃炎的致病菌有腸炎弧菌、沙門氏桿菌、病原性大腸桿菌、金黃色葡萄球菌、仙人掌桿菌及霍亂弧菌等。其它傳播力較強且症狀較嚴重，但在臺灣已較少見的桿菌性痢疾、霍亂、傷寒、副傷寒與腸道出血性大腸桿菌等疾病已列為法定傳染病，於本網站中介紹。 
常見腸道寄生蟲病簡介	 腸道寄生蟲病在熱帶及亞熱帶地區普遍流行，是開發中或未開發國家常見的疾病。從各個地區或國家之腸道傳染病之盛行率，可以間接的反應出當地的衛生條件與生活品質。腸道寄生蟲的病原體包括原蟲和蠕蟲兩類，其中常見原蟲感染如阿米巴痢疾、梨形鞭毛蟲及隱胞子蟲等。蠕蟲感染如蛔蟲、鉤蟲、鞭蟲、蟯蟲、中華肝吸蟲及絛蟲等。 
中華肝吸蟲感染症	 中華肝吸蟲感染症的致病原是中華肝吸蟲（Clonorchis sinensis），1874年馬康奈（McConnel）在印度加爾各答，解剖一個二十歲中國木匠的屍體時，在他肝內膽管發現這種寄生蟲，由於病人是中國人，而且是世界第一個被證實感染此蟲的病例，因此命名為中華肝吸蟲。此寄生蟲最早可追溯至明代（西元1368-1644年）及西漢時期（西元前206年-西元23年），考古學者曾在古代乾屍糞便中的殘餘物發現此蟲卵。 
旋毛蟲感染症	 旋毛蟲感染症主要是由豬旋毛蟲（Trichinella spiralis）所引起，可寄生於豬、人及許多常見的哺乳類動物。旋毛蟲是一種細小的線蟲，成熟的母蟲長3-4 mm，約為公蟲的兩倍大，寄生於十二指腸及空腸，生殖的母蟲2-6週間可產下500-1000個仔蟲，幼蟲寄生於橫紋肌內，並形成包囊。 
肺吸蟲感染症	 肺吸蟲屬（Paragonimus）的寄生蟲已知超過50種以上可感染人類與動物，可感染人類的至少有10種，其中衛氏肺吸蟲（Paragonimus westermani）是最重要的一種。1877年Kerbert在阿姆斯特丹動物園內孟加拉虎的肺部中首先鑑別出此蟲，1879年Ringer解剖一個在臺灣的葡萄牙病患屍體時發現肺吸蟲，此為第一個被報告的人類肺吸蟲感染症個案。成蟲在人體可存活5-10年，但亦有長達20-25年之報告。 
廣東住血線蟲感染症	 廣東住血線蟲感染症的致病原是廣東住血線蟲，1933年陳心陶先生在中國大陸廣東省調查玄鼠（Rattus rattus）和褐鼠（Rattus norvegicus）的寄生蟲時，首先於鼠肺（肺動脈）中發現此蟲，1937年日本人松本（Matsumoto）在台灣東岸花蓮之野鼠內亦發現此蟲。感染的大鼠透過糞便排出未成熟的幼蟲（第一期幼蟲），蝸牛和蛞蝓吃了含有幼蟲的大鼠糞便而感染，幼蟲在蝸牛和蛞蝓體內發育，但不會變為成蟲（第三期幼蟲），當大鼠吃了感染的蝸牛、蛞蝓或受其黏液污染的食物時，寄生蟲可於鼠體內發育為成蟲，雌雄交配產卵，進入下一個生活史循環。人類不是廣東住血線蟲適合的終宿主（鼠類才是），其幼蟲誤入人體後，無法於人體發育為成蟲，僅可發育至第五期幼蟲（又稱為幼成蟲），蟲體移行至腦膜處死亡，而造成腦膜炎相關症狀。 
